_NAME_	COMMUNAL
v000008	2.1761322816
v000251	2.1853690426
v000779	2.2187205528
v000359	2.2650071901
v000981	2.2834473581
v000187	2.2883108933
v000438	2.3726330172
v000616	2.3760311781
v000324	2.3814190463
v000107	2.3820633666
v000040	2.3883432162
v000476	2.4276977047
v000532	2.4325326255
v000306	2.4770795534
v000019	2.509144026
v000774	2.5263708303
v000614	2.5281539406
v000610	2.5369139683
v000941	2.5425797474
v000263	2.5520758386
v000912	2.5793340588
v000624	2.5893103418
v000666	2.5961087982
v001021	2.6185306953
v000143	2.6190344489
v000336	2.6234697187
v000116	2.6286585725
v000728	2.6326787437
v000401	2.6643493924
v000705	2.6927740281
v000855	2.6968310293
v000713	2.7251716092
v000077	2.725357095
v000835	2.7304085605
v000760	2.7336104586
v000765	2.7344668916
v000475	2.7602828939
v000204	2.7655583552
v000408	2.7661781757
v000275	2.7752661347
v000536	2.7874290188
v000653	2.7889258957
v000088	2.7963853268
v000910	2.8002402789
v000297	2.8009799359
v000305	2.8219314824
v000421	2.8283713535
v000046	2.8335082224
v000429	2.841401276
v000814	2.8456888668
v000775	2.8466266324
v000091	2.8898591034
v000604	2.9066039526
v000900	2.9101278642
v000496	2.9107206855
v000746	2.9138671173
v000837	2.9160265632
v000024	2.9168582697
v000908	2.9185272408
v000561	2.9190626628
v000481	2.9239169882
v000034	2.946552762
v000059	2.9480680264
v000840	2.9487531962
v000352	2.9496844445
v000104	2.9497217345
v000407	2.9542610581
v000208	2.9571976077
v000230	2.9594135562
v000550	2.9616808638
v000050	2.9650959663
v000520	2.9697486894
v000539	2.9738141934
v000491	2.9807312719
v000684	2.9812061723
v000658	2.9844790874
v001007	2.9867823867
v000940	2.9960166012
v000873	2.9974030496
v000997	2.9990369427
v000883	2.9996275605
v000585	3.0029994935
v000735	3.007339357
v000440	3.0088588471
v000323	3.0127463776
v000874	3.0172495158
v000652	3.0201478764
v000338	3.0220429207
v000909	3.0265976448
v000425	3.0371185723
v000768	3.047049549
v000390	3.0475986688
v000293	3.0506603076
v000152	3.0559024131
v000881	3.0634558939
v000424	3.0654987506
v000921	3.0658849897
v000876	3.0733912457
v000534	3.0743982712
v000586	3.084573232
v000047	3.0942925992
v000133	3.0964695345
v000451	3.1023937048
v000322	3.1164325475
v000894	3.116504968
v000162	3.1191617885
v000303	3.134372162
v000859	3.1353027617
v000578	3.1384975395
v000281	3.1423402001
v000622	3.1465176818
v000188	3.1528422908
v000176	3.1536195362
v000639	3.1541109643
v000315	3.1545858482
v000384	3.1550722201
v000720	3.1642477925
v000839	3.167492284
v000296	3.1676218776
v000144	3.1735578574
v000194	3.184614715
v000079	3.1859708399
v000245	3.188420643
v000943	3.1893773546
v000867	3.1914180415
v000244	3.1914796858
v000350	3.1953323695
v000397	3.1970644409
v000649	3.1983888293
v000344	3.2008805958
v000309	3.2020307023
v000422	3.2026486648
v000136	3.2029635682
v000478	3.2035670446
v000234	3.2037278802
v000641	3.2070668789
v000590	3.2073309116
v000951	3.2094012029
v000745	3.2103178164
v000195	3.2165151328
v000887	3.2174733162
v000929	3.2190312722
v000288	3.2216940905
v000332	3.2252000339
v001014	3.2254244058
v000823	3.2296101883
v000304	3.2320277042
v000071	3.2333315145
v000923	3.2342249078
v000877	3.2357255315
v000552	3.2394051995
v000357	3.2396868867
v000027	3.2428917943
v000028	3.2453408138
v000067	3.2512702098
v000224	3.252155424
v000023	3.2526693994
v000878	3.2572607072
v000228	3.2649835993
v000447	3.2710820864
v000375	3.2716913628
v000882	3.2823323531
v000717	3.2848908633
v000738	3.2849959867
v000329	3.2873783072
v000896	3.2895332697
v000693	3.2945519551
v000394	3.2983061965
v000806	3.2996398632
v000647	3.3004914494
v000841	3.3006008679
v000387	3.3068993433
v000277	3.3071256281
v000271	3.3109413861
v000805	3.3120701802
v000148	3.3138982716
v000523	3.3154573514
v000198	3.3155612785
v000726	3.3165382516
v000115	3.3183480067
v000515	3.3202844322
v000591	3.3225733996
v000454	3.3295746109
v000307	3.3298658608
v000665	3.3299649623
v000544	3.3308312452
v000414	3.331072995
v000473	3.3318870959
v000778	3.3325892494
v000073	3.3342868295
v000964	3.3365875901
v000611	3.3377330007
v000328	3.341945927
v000268	3.3490649581
v000102	3.3536490254
v000787	3.3560969137
v000272	3.3599107013
v000884	3.3606879352
v000168	3.3658843501
v000420	3.3664429516
v000335	3.3717880886
v000443	3.3718082658
v000514	3.3737986281
v000804	3.3740930424
v000286	3.3743213947
v001005	3.3745424134
v000659	3.3779342132
v000718	3.3794018174
v000871	3.3855813158
v000799	3.3883101037
v000093	3.3896653152
v000742	3.3909545886
v000545	3.3946613924
v000119	3.3982529191
v000487	3.4044634516
v000675	3.4046375083
v000257	3.4074154388
v000630	3.4083765067
v001003	3.4096318735
v000668	3.419446459
v000412	3.4342653388
v000725	3.4349373544
v000199	3.4351357503
v000372	3.4392090609
v000967	3.4457317008
v000284	3.4458034837
v000011	3.4512845953
v000363	3.4525005985
v000137	3.4537708799
v000472	3.4559886601
v000680	3.4567603173
v000565	3.4696084167
v000452	3.4852017853
v000958	3.486692557
v000689	3.4875238596
v000351	3.4880539202
v000856	3.4919228182
v000220	3.4930883858
v000751	3.4943036898
v000655	3.4975462419
v000125	3.5099949693
v000619	3.5240643466
v000090	3.5245772771
v000672	3.5272929191
v000956	3.5357578666
v000766	3.5403993609
v000580	3.5406774436
v000248	3.5531977052
v000157	3.5640990358
v000599	3.5676772351
v000355	3.5692186987
v000180	3.5701938881
v000562	3.5728654216
v000055	3.5746890612
v000173	3.5764166838
v000934	3.5788497439
v000252	3.5810403931
v000179	3.5875643015
v000238	3.5895947729
v000763	3.6045218815
v000261	3.6216308826
v000134	3.6257043019
v000145	3.6260951258
v000558	3.630584562
v000018	3.6324015749
v000807	3.6632794477
v000346	3.665782463
v000608	3.6841993073
v000289	3.6850764496
v000747	3.7151350356
v000623	3.7286683153
v000759	3.7397425748
v000688	3.8559810889
